,Cluster,Vmag,Brightness,B-V
22073,m53,22.07,1.0110907470425045e-10,0.42
22113,m53,22.07,1.0110907470425045e-10,0.56
22153,m53,22.08,1.0018210113552071e-10,0.63
22193,m53,22.09,9.926362611155222e-11,0.58
22233,m53,22.09,9.926362611155222e-11,0.45
22273,m53,22.1,9.83535717172173e-11,0.44
22313,m53,22.11,9.745186075172081e-11,0.62
22353,m53,22.12,9.6558416722047e-11,0.59
22393,m53,22.12,9.6558416722047e-11,0.73
22433,m53,22.13,9.567316383647226e-11,0.63
22473,m53,22.14,9.47960269981357e-11,0.43
22513,m53,22.15,9.39269317986704e-11,0.27
22553,m53,22.16,9.306580451188701e-11,0.46
22593,m53,22.16,9.306580451188701e-11,0.51
22633,m53,22.17,9.221257208752265e-11,0.93
22673,m53,22.18,9.136716214504487e-11,0.65
22713,m53,22.19,9.052950296750775e-11,0.52
22753,m53,22.2,8.969952349547156e-11,0.64
22793,m53,22.21,8.887715332097212e-11,0.44
22833,m53,22.22,8.806232268155159e-11,0.45
22873,m53,22.23,8.725496245433652e-11,0.65
22913,m53,22.24,8.645500415017575e-11,0.72
22953,m53,22.25,8.566237990783049e-11,0.62
22993,m53,22.26,8.487702248821908e-11,0.6
23033,m53,22.27,8.409886526870937e-11,0.66
23073,m53,22.28,8.33278422374697e-11,0.49
23113,m53,22.3,8.180693771292998e-11,0.52
23153,m53,22.31,8.105692719982399e-11,0.63
23193,m53,22.33,7.957747154594766e-11,0.5
23233,m53,22.34,7.884790090152028e-11,0.5
23273,m53,22.36,7.740876452151095e-11,0.41
23313,m53,22.38,7.599589534071203e-11,0.55
23353,m53,22.41,7.392479621112235e-11,0.62
23393,m53,22.43,7.25755166184406e-11,0.48
23433,m53,22.48,6.93090802972865e-11,0.55
23473,m53,22.52,6.680210319120915e-11,0.76
23513,m53,22.66,5.872055287673298e-11,0.4
0,hyades,5.789,0.00032899563504415843,0.43599999999999994
1,hyades,8.914,1.8500784139257245e-05,0.863999999999999
2,hyades,5.791,0.0003283901605220802,0.43900000000000006
3,hyades,12.13,9.567316383647196e-07,0.9499999999999993
4,hyades,9.66,9.306580451188693e-06,0.5600000000000005
5,hyades,8.01,4.2539280099390277e-05,0.5800000000000001
6,hyades,11.11,2.447880067476092e-06,1.4000000000000004
7,hyades,7.372999999999999,7.648744184081563e-05,0.585
8,hyades,7.747000000000001,5.41988580210572e-05,0.6289999999999987
9,hyades,11.1,2.4705300228698323e-06,0.9199999999999999
10,hyades,10.6,3.915526215017198e-06,0.7000000000000011
11,hyades,12.08,1.001821011355208e-06,0.8100000000000005
12,hyades,9.86,7.74087645215111e-06,0.6500000000000004
13,hyades,8.3,3.2567928504540684e-05,0.7699999999999996
14,hyades,10.75,3.410280768798523e-06,1.42
15,hyades,8.87,1.9265937007856118e-05,0.8490000000000002
16,hyades,12.3,8.180693771292981e-07,0.7699999999999996
17,hyades,11.86,1.2268462392696823e-06,0.8300000000000001
18,hyades,9.71,8.887715332097221e-06,0.48999999999999844
19,hyades,8.73,2.1917455627092526e-05,0.4900000000000002
20,hyades,9.362,1.2245883851790487e-05,0.9199999999999999
21,hyades,10.12,6.092424220215463e-06,0.5300000000000011
22,hyades,8.95,1.7897407890117954e-05,0.9000000000000004
23,hyades,7.41,7.392479621112219e-05,1.1099999999999994
24,hyades,10.118,6.1036572231689145e-06,1.2460000000000004
25,hyades,5.946000000000001,0.00028470174954676444,0.347999999999999
26,hyades,8.964,1.7668111688573633e-05,0.9059999999999988
27,hyades,14.128,1.519113194817114e-07,0.8420000000000005
28,hyades,13.03,4.1762850735127356e-07,1.5
29,hyades,12.41,7.39247962111222e-07,0.6899999999999995
30,hyades,6.34,0.00019805697242754065,0.4220000000000006
31,hyades,8.66,2.3377073159093177e-05,0.6699999999999999
32,hyades,5.865,0.0003067539303872659,0.3470000000000004
33,hyades,14.59,9.926362611155203e-08,1.4400000000000013
34,hyades,10.2,5.659657314584129e-06,0.8200000000000003
35,hyades,12.96,4.454409460560502e-07,1.4099999999999984
36,hyades,9.79,8.256388798787014e-06,1.1700000000000017
37,hyades,12.987,4.3450035536144944e-07,1.5229999999999997
38,hyades,10.095,6.234335010548011e-06,1.0670000000000002
39,hyades,9.93,7.257551661844075e-06,0.7400000000000002
40,hyades,14.58,1.0018210113552081e-07,1.4300000000000015
41,hyades,5.437,0.00045497772623723427,0.3569999999999993
42,hyades,11.231,2.1897278197927112e-06,1.399000000000001
43,hyades,13.8,2.0548973684445796e-07,0.11999999999999922
44,hyades,11.4,1.8740886737853906e-06,1.3499999999999996
45,hyades,9.291,1.307344776430541e-05,0.8989999999999991
46,hyades,9.11,1.5445079069807104e-05,0.8100000000000005
47,hyades,7.811,5.109638035296306e-05,0.6050000000000004
48,hyades,11.23,2.1917455627092525e-06,0.7899999999999991
49,hyades,10.472999999999999,4.401392873995838e-06,1.197000000000001
50,hyades,6.042999999999999,0.0002603695161189264,0.4090000000000016
51,hyades,9.924,7.297769397848517e-06,1.0100000000000016
52,hyades,11.269,2.1144145369379334e-06,1.33
53,hyades,12.86,4.884162850198523e-07,1.5200000000000014
54,hyades,12.25,8.566237990783066e-07,1.0
55,hyades,10.78,3.3173411501487373e-06,0.8100000000000005
56,hyades,11.54,1.6473661427950898e-06,0.8300000000000001
57,hyades,14.68,9.136716214504497e-08,1.2800000000000011
58,hyades,6.5760000000000005,0.00015936396846775847,0.4289999999999994
59,hyades,5.699,0.00035742928797014223,0.35800000000000054
60,hyades,8.27,3.348036129888561e-05,0.8600000000000012
61,hyades,14.76,8.4877022488219e-08,1.6399999999999988
62,hyades,11.45,1.7897407890117952e-06,0.8800000000000008
63,hyades,10.01,6.742021544172012e-06,0.9800000000000004
64,hyades,11.73,1.3828979600232762e-06,0.8399999999999999
65,hyades,14.13,1.5163174606564124e-07,1.5399999999999991
66,hyades,13.8,2.0548973684445796e-07,1.3099999999999987
67,hyades,8.419,2.9187045556367174e-05,0.7059999999999995
68,hyades,8.03,4.176285073512736e-05,0.652000000000001
69,hyades,7.045,0.00010346420760085096,0.44899999999999984
70,hyades,8.047,4.11140382869646e-05,0.6639999999999997
71,hyades,7.08,0.0001001821011355208,0.5259999999999998
72,hyades,12.74,5.454941983561879e-07,1.6099999999999994
73,hyades,12.58,6.321063249691434e-07,1.25
74,hyades,11.585,1.5804841177355736e-06,1.334999999999999
75,hyades,14.99,6.867365082968931e-08,1.299999999999999
76,hyades,7.81,5.114346353772522e-05,0.7000000000000002
77,hyades,6.3,0.00020548973684445806,0.40500000000000025
78,hyades,11.91,1.1716290626908273e-06,1.4399999999999995
79,hyades,9.125,1.523316464050272e-05,0.8189999999999991
80,hyades,14.45,1.1292500955427677e-07,1.5700000000000003
81,hyades,10.8,3.2567928504540685e-06,1.1600000000000001
82,hyades,8.315,3.212107977353247e-05,0.7599999999999998
83,hyades,13.88,1.9089305835675605e-07,1.5699999999999985
84,hyades,12.33,7.957747154594767e-07,1.3800000000000008
85,hyades,7.513999999999999,6.717228717003069e-05,0.6880000000000006
86,hyades,9.548,1.0317872002764804e-05,0.984
87,hyades,10.011000000000001,6.735814771613467e-06,1.0879999999999992
88,hyades,5.631,0.0003805310819971336,0.31400000000000006
89,hyades,8.597000000000001,2.4773657892038663e-05,0.7479999999999993
90,hyades,8.427,2.8972777818073885e-05,0.7300000000000004
91,hyades,14.02,1.6779929660230072e-07,0.6699999999999999
92,hyades,3.65,0.002359337855384059,0.9899999999999998
93,hyades,6.853,0.00012347815622548884,0.548
94,hyades,5.568,0.00040326463362319424,0.28800000000000026
95,hyades,7.444,7.16457009497197e-05,0.5720000000000001
96,hyades,6.093999999999999,0.00024842204695769775,0.38400000000000034
97,hyades,13.876,1.91597631448277e-07,1.5540000000000003
98,hyades,6.141,0.00023789764121699336,0.46199999999999974
99,hyades,6.779,0.0001321874229701543,0.43599999999999994
100,hyades,6.787000000000001,0.00013121700956890954,0.4469999999999992
101,hyades,10.1,6.205690843083789e-06,0.5999999999999996
102,hyades,6.577999999999999,0.00015907067940138084,0.42100000000000026
103,hyades,12.85,4.929355452631384e-07,1.2800000000000011
104,hyades,5.71,0.00035382632035461643,0.3439999999999994
105,hyades,9.12,1.530347773375955e-05,0.6400000000000006
106,hyades,9.82,8.031379282443292e-06,1.234
107,hyades,11.595,1.5659941522480683e-06,1.1849999999999987
108,hyades,7.084,9.981369567988679e-05,0.4920000000000009
109,hyades,7.821000000000001,5.062792592210695e-05,0.6739999999999986
110,hyades,10.28,5.257631405941856e-06,0.5
111,hyades,3.76,0.0021320144113509084,0.9800000000000004
112,hyades,8.846,1.96965487811258e-05,0.782
113,hyades,9.381,1.2033449395992375e-05,0.9089999999999989
114,hyades,5.625,0.0003826397956943029,0.33200000000000074
115,hyades,10.472000000000001,4.4054485740760615e-06,1.4129999999999985
116,hyades,7.159,9.315156077169637e-05,0.4660000000000002
117,hyades,9.097000000000001,1.5631121396621498e-05,0.8659999999999979
118,hyades,11.02,2.659439628847495e-06,1.1390000000000011
119,hyades,12.514000000000001,6.717228717003058e-07,1.4869999999999983
120,hyades,4.8,0.0008180693771292992,0.15000000000000036
121,hyades,15.11,6.148796727455943e-08,1.7100000000000009
122,hyades,7.582999999999999,6.303621614085642e-05,0.6340000000000012
123,hyades,8.203,3.561148925022986e-05,0.6050000000000004
124,hyades,7.125,9.611477109601174e-05,0.5209999999999999
125,hyades,9.966000000000001,7.020857137617599e-06,1.068999999999999
126,hyades,6.947,0.00011323746436010229,0.4580000000000002
127,hyades,13.57,2.539745128520957e-07,0.7699999999999996
128,hyades,7.79,5.209429151478662e-05,0.5919999999999996
129,hyades,13.22,3.505824211512158e-07,1.5199999999999996
130,hyades,8.934,1.8163106772972563e-05,0.7510000000000012
131,hyades,5.965,0.00027976290952821476,0.38900000000000023
132,hyades,10.248,5.414896200953233e-06,1.0280000000000005
133,hyades,4.2010000000000005,0.0014203328640160636,0.16500000000000004
134,hyades,5.263999999999999,0.0005335684429016296,0.28000000000000025
135,hyades,4.298,0.001298943125992019,0.07099999999999973
136,hyades,6.439,0.0001807965487775109,0.5120000000000005
137,hyades,8.988999999999999,1.72659363660786e-05,0.9390000000000001
138,hyades,7.527,6.63727995142531e-05,0.6919999999999993
139,hyades,7.35,7.81250190009655e-05,0.5200000000000005
140,hyades,13.43,2.889283357242577e-07,0.9399999999999995
141,hyades,7.472,6.982165454790676e-05,0.5550000000000006
142,hyades,4.282,0.001318226797660379,0.29000000000000004
143,hyades,7.334,7.928483669071111e-05,0.5630000000000006
144,hyades,4.48,0.0010984748953890991,0.2779999999999996
145,hyades,8.05,4.100059280386189e-05,0.6399999999999988
146,hyades,15.37,4.83938457603521e-08,1.1300000000000008
147,hyades,8.12,3.844059807433961e-05,0.6600000000000001
148,hyades,10.501,4.289336676228839e-06,1.3469999999999995
149,hyades,9.432,1.148127544066591e-05,1.045
151,hyades,12.07,1.0110907470425066e-06,0.8100000000000005
152,hyades,10.312999999999999,5.10023439792891e-06,1.0020000000000007
153,hyades,11.04,2.6108993852068616e-06,0.8100000000000005
154,hyades,7.404,7.433445060653377e-05,0.5449999999999999
155,hyades,13.6,2.4705300228698325e-07,1.3900000000000006
156,hyades,7.482,6.918152577133344e-05,0.5840000000000005
157,hyades,9.475,1.1035452251322981e-05,0.9270000000000014
158,hyades,10.129,6.042130985528361e-06,1.0210000000000008
159,hyades,5.711,0.0003535005843003369,0.28500000000000014
160,hyades,9.032,1.6595492140826985e-05,0.8279999999999994
161,hyades,11.057,2.5703374026744306e-06,0.9499999999999993
162,hyades,5.892,0.000299219667482066,0.33499999999999996
163,hyades,3.84,0.0019805697242754063,0.9400000000000004
164,hyades,3.53,0.0026350577397758644,1.0100000000000002
165,hyades,8.58,2.5164606052243514e-05,0.7360000000000007
166,hyades,3.41,0.002942999145335375,0.18999999999999995
167,hyades,7.837000000000001,4.988731565499303e-05,0.6189999999999989
168,hyades,5.013999999999999,0.0006717228717003068,0.21200000000000063
169,hyades,10.673,3.6609191349791973e-06,1.2970000000000006
170,hyades,13.83,1.998895710301056e-07,1.5399999999999991
171,hyades,6.565,0.0001609867511281765,0.5359999999999996
172,hyades,13.31,3.226934394128265e-07,1.4299999999999997
173,hyades,11.4,1.8740886737853906e-06,0.7999999999999989
174,hyades,7.007000000000001,0.0001071494968363633,0.5049999999999999
175,hyades,6.89,0.00011934112732507938,0.46200000000000063
176,hyades,9.182,1.4454069412062592e-05,0.802999999999999
177,hyades,10.629000000000001,3.812326921630462e-06,0.8509999999999991
178,hyades,8.934,1.8163106772972563e-05,0.8270000000000017
179,hyades,9.068999999999999,1.603947452036834e-05,0.9820000000000011
180,hyades,5.5520000000000005,0.00040925136440042657,0.33499999999999996
181,hyades,7.087000000000001,9.953828092136462e-05,0.49599999999999866
182,hyades,13.45,2.836547992774778e-07,1.4600000000000009
183,hyades,4.763999999999999,0.0008456489928668693,0.2110000000000003
184,hyades,8.84,1.9805697242754063e-05,0.8800000000000008
185,hyades,5.395,0.00047292267342210575,0.2600000000000007
186,hyades,5.454,0.00044790935788537777,0.28500000000000014
187,hyades,6.4910000000000005,0.000172341606114608,0.44899999999999984
188,hyades,7.015,0.00010636289168641574,0.47600000000000087
189,hyades,13.82,2.017391264587645e-07,1.3900000000000006
190,hyades,10.66,3.705016410951221e-06,0.8900000000000006
191,hyades,11.49,1.7250041172132317e-06,0.9599999999999991
192,hyades,8.572000000000001,2.535071051408398e-05,0.754999999999999
193,hyades,7.746,5.424880000967705e-05,0.5540000000000003
194,hyades,9.517000000000001,1.0616714434465523e-05,0.9979999999999993
195,hyades,12.37,7.669907670259512e-07,1.3600000000000012
196,hyades,5.997999999999999,0.00027138768473345776,0.3440000000000012
197,hyades,11.0,2.7088823029938953e-06,1.3000000000000007
198,hyades,6.352,0.0001958800183261419,0.43099999999999916
199,hyades,11.0,2.7088823029938953e-06,1.189
200,hyades,10.77,3.348036129888561e-06,0.870000000000001
201,hyades,10.477,4.385207376498878e-06,1.0309999999999988
202,hyades,8.9,1.8740886737853908e-05,0.9499999999999993
203,hyades,8.641,2.3789764121699334e-05,0.7550000000000008
204,hyades,10.725999999999999,3.48650374454069e-06,1.1940000000000008
205,hyades,9.357000000000001,1.2302408283423924e-05,0.8970000000000002
206,hyades,10.732999999999999,3.4640977302724367e-06,1.1929999999999996
207,hyades,6.597,0.00015631121396621515,0.43400000000000016
208,hyades,4.65,0.0009392693179867035,0.25
209,hyades,8.495,2.7213859355933726e-05,0.8160000000000007
210,hyades,11.25,2.151741697812987e-06,1.2799999999999994
211,hyades,12.84,4.974966217066066e-07,1.0999999999999996
212,hyades,9.644,9.444742806556517e-06,0.9209999999999994
213,hyades,10.29,5.209429151478665e-06,0.620000000000001
214,hyades,7.898,4.7161774344217705e-05,0.6319999999999997
215,hyades,12.06,1.0204462545380797e-06,0.6500000000000004
216,hyades,9.17,1.461470777608449e-05,0.4399999999999995
217,hyades,10.2,5.659657314584129e-06,0.6000000000000014
218,hyades,14.92,7.324704960566777e-08,1.4799999999999986
219,hyades,9.345,1.2439133705437561e-05,0.8669999999999991
220,hyades,6.019,0.00026618901916181613,0.39899999999999913
221,hyades,6.619,0.0001531757925063148,0.45500000000000007
222,hyades,8.107999999999999,3.886781580871218e-05,1.2460000000000004
223,hyades,7.545,6.528150167658036e-05,0.6079999999999988
224,hyades,12.932,4.570778080028864e-07,1.2109999999999985
225,hyades,11.472999999999999,1.752226063560809e-06,1.4329999999999998
226,hyades,5.776,0.0003329585227172331,0.3260000000000005
227,hyades,4.27,0.0013328771905808164,0.1200000000000001
228,hyades,10.09,6.263111393481961e-06,1.3290000000000006
229,hyades,7.501,6.798140498328862e-05,0.6019999999999994
230,hyades,7.945,4.516376468795476e-05,0.6479999999999997
231,hyades,5.365,0.000486172216031468,0.2579999999999991
232,hyades,4.665,0.0009263820598131041,0.1769999999999996
233,hyades,9.68,9.136716214504498e-06,0.7200000000000006
234,hyades,11.91,1.1716290626908273e-06,0.8100000000000005
235,hyades,9.992,6.854726573065937e-06,1.084999999999999
236,hyades,11.09,2.4933895557204757e-06,1.75
237,hyades,9.402000000000001,1.1802938276283759e-05,0.8089999999999993
238,hyades,13.577,2.5234234579429517e-07,1.4730000000000008
239,hyades,9.475,1.1035452251322981e-05,1.0830000000000002
240,hyades,13.96,1.7733323468304718e-07,0.8499999999999996
241,hyades,13.55,2.5869625157638407e-07,1.2899999999999991
242,hyades,8.851,1.960605135986123e-05,0.6889999999999983
243,hyades,9.94,7.1910140282647096e-06,1.4600000000000009
244,hyades,11.286,2.08156576229747e-06,1.3740000000000006
245,hyades,11.982000000000001,1.096453292390594e-06,1.4479999999999986
246,hyades,7.97,4.41357118915591e-05,0.35000000000000053
247,hyades,13.16,3.705016410951221e-07,1.33
248,hyades,9.86,7.74087645215111e-06,1.1799999999999997
249,hyades,9.92,7.324704960566771e-06,0.9159999999999986
250,hyades,5.379,0.00047994352397076254,0.25900000000000034
251,hyades,5.346,0.0004947549363087646,0.21999999999999975
252,hyades,5.981,0.00027567039972496834,1.2200000000000006
253,hyades,10.922,2.910651008426462e-06,1.2669999999999995
254,hyades,8.28,3.317341150148739e-05,0.6740000000000013
255,hyades,7.228,8.741584016336084e-05,0.5709999999999997
256,hyades,13.9,1.8740886737853908e-07,0.9000000000000004
257,hyades,9.581,1.000898724898378e-05,1.0619999999999994
258,hyades,13.42,2.916017566990403e-07,1.0700000000000003
259,hyades,10.042,6.5462130564821e-06,0.9300000000000015
260,hyades,10.674000000000001,3.6575488561574566e-06,1.125
261,hyades,11.312000000000001,2.0323108510432513e-06,2.560999999999998
262,hyades,8.522,2.6545452692671442e-05,0.7359999999999989
263,hyades,11.085,2.5048985189920207e-06,1.3649999999999984
264,hyades,11.58,1.5877793009613764e-06,0.7899999999999991
265,hyades,9.057,1.621773262009576e-05,0.8469999999999995
266,hyades,11.6,1.5587990626885414e-06,0.9800000000000004
267,hyades,8.947000000000001,1.7946928639588398e-05,0.8419999999999987
268,hyades,9.492,1.0864009481834505e-05,1.0869999999999997
269,hyades,7.739,5.45996848523391e-05,0.585
270,hyades,8.51,2.6840471207610407e-05,0.5600000000000005
271,hyades,7.095,9.880755117739537e-05,0.5779999999999994
272,hyades,7.712000000000001,5.597448880048942e-05,0.7409999999999988
273,hyades,7.266,8.440926837087455e-05,0.5310000000000006
274,hyades,12.29,8.256388798787015e-07,0.9300000000000015
275,hyades,10.83,3.168036203695867e-06,0.6300000000000008
276,hyades,6.752999999999999,0.00013539110600121047,0.5690000000000008
277,hyades,5.085,0.0006292020602164502,0.21700000000000053
278,hyades,7.886,4.7685916719561645e-05,0.5319999999999991
279,hyades,9.52,1.0587419858983193e-05,1.120000000000001
280,hyades,6.25,0.00021517416978129872,0.5010000000000003
281,hyades,9.07,1.6024708419480895e-05,0.5099999999999998
282,hyades,11.3,2.0548973684445794e-06,0.9299999999999997
283,hyades,11.06,2.5632451008589757e-06,0.7599999999999998
284,hyades,9.41,1.1716290626908267e-05,0.7200000000000006
285,hyades,12.21,8.887715332097221e-07,0.9699999999999989
286,hyades,9.28,1.3206572990463982e-05,0.4900000000000002
287,hyades,7.24,8.645500415017545e-05,0.4900000000000002
288,hyades,9.57,1.0110907470425061e-05,0.5
289,hyades,6.347,0.00019678415941046357,0.29299999999999926
290,hyades,9.85,7.812501900096546e-06,0.6100000000000012
291,hyades,9.17,1.461470777608449e-05,0.4900000000000002
292,hyades,11.33,1.9988957103010558e-06,0.8300000000000001
293,hyades,12.11,9.7451860751721e-07,0.8900000000000006
294,hyades,10.84,3.1389914731986756e-06,1.3499999999999996
295,hyades,8.54,2.6108993852068617e-05,0.5500000000000007
296,hyades,8.94,1.8063010566393168e-05,0.620000000000001
297,hyades,8.892000000000001,1.8879484681073068e-05,0.7299999999999986
298,hyades,12.34,7.88479009015202e-07,0.6699999999999999
299,hyades,6.747000000000001,0.00013614137606640775,0.472999999999999
300,hyades,10.6,3.915526215017198e-06,0.8000000000000007
301,hyades,10.287,5.223843240796976e-06,0.9829999999999988
302,hyades,11.27,2.1124679857382306e-06,1.2800000000000011
303,hyades,12.37,7.669907670259512e-07,1.120000000000001
304,hyades,11.87,1.2155984453399571e-06,0.8900000000000006
305,hyades,4.615,0.000970041101232497,0.1819999999999995
306,hyades,8.596,2.4796485785202708e-05,0.7759999999999998
307,hyades,8.77,2.1124679857382298e-05,0.9700000000000006
308,hyades,9.88,7.599589534071172e-06,0.9689999999999994
309,hyades,11.84,1.2496550137866791e-06,0.7200000000000006
310,hyades,10.7,3.5710023498779024e-06,0.9000000000000004
311,hyades,5.43,0.00045792055239849533,0.2400000000000002
312,hyades,12.72,5.556356926790972e-07,0.9499999999999993
313,hyades,5.997000000000001,0.00027163775717330954,0.2989999999999995
314,hyades,8.623,2.4187452861663944e-05,0.684000000000001
315,hyades,9.25,1.3576572276593848e-05,0.9399999999999995
316,hyades,11.61,1.5445079069807107e-06,0.8200000000000003
317,hyades,12.69,5.712025478949051e-07,0.5200000000000014
318,hyades,10.97,2.784775157184098e-06,1.1199999999999992
319,hyades,10.21,5.6077692644359655e-06,0.5899999999999999
320,hyades,8.92,1.839882700525859e-05,0.41999999999999993
321,hyades,11.0,2.7088823029938953e-06,0.3000000000000007
322,hyades,12.67,5.81821996120319e-07,0.6799999999999997
323,hyades,12.22,8.80623226815516e-07,0.7699999999999996
324,hyades,9.5,1.0784254690073414e-05,0.5099999999999998
325,hyades,10.41,4.664339310860909e-06,0.6899999999999995
326,hyades,5.525,0.000419556192955486,0.25
327,hyades,4.13,0.0015163174606564133,0.16000000000000014
328,hyades,14.07,1.6024708419480895e-07,0.6699999999999999
0,pleiades,2.823,0.005053475167908892,-0.10099999999999999
1,pleiades,3.5260000000000002,0.0026447835558638427,-0.109
2,pleiades,3.6319999999999997,0.0023987784355452815,-0.12
3,pleiades,3.665,0.0023269665264384325,-0.127
4,pleiades,3.915,0.0018483752132083331,-0.14
5,pleiades,4.092,0.0015703271374804463,-0.135
6,pleiades,4.9719999999999995,0.0006982165454790683,-0.109
7,pleiades,5.267,0.000532096173762051,-0.10800000000000001
8,pleiades,5.354,0.0004911228447698112,-0.099
9,pleiades,5.527,0.0004187840532722939,-0.11
10,pleiades,5.646,0.00037530999981882104,-0.071
11,pleiades,6.125,0.00024142938938372105,-0.057999999999999996
12,pleiades,6.337999999999999,0.000198422143084707,-0.054000000000000006
13,pleiades,6.5329999999999995,0.00016580214164549367,-0.040999999999999995
14,pleiades,6.605,0.0001551637031562655,-0.040999999999999995
15,pleiades,6.584,0.00015819404679743784,-0.005
16,pleiades,6.888,0.00011956116440510794,-0.005
17,pleiades,7.164,9.272356822689655e-05,0.003
18,pleiades,7.143,9.453445743389228e-05,0.026000000000000002
19,pleiades,6.724,0.0001390561291635464,0.054000000000000006
20,pleiades,6.813,0.0001281120958167605,0.053
21,pleiades,6.944,0.00011355078370431548,0.087
22,pleiades,7.412000000000001,7.37887470484953e-05,0.065
23,pleiades,7.434,7.230863045849162e-05,0.043
24,pleiades,7.466,7.020857137617602e-05,0.099
25,pleiades,7.654,5.904595292948726e-05,0.122
26,pleiades,7.609,6.154462587354119e-05,0.124
27,pleiades,7.609,6.154462587354119e-05,0.14
